title,stars,text,bin_pelayanan,bin_fasilitas,predicted_labels_1,sentiment,prob_layanan,prob_fasilitas
RS Brayat Minulya,5,bidannya ramah dan sabar pelayanannya top jangan ragu untuk mempercayakan persalinan buah hati anda di rs brayat minulya ibu sehat bayi selamat,1,0,['pelayanan'],positive,0.995092749595642,0.0033695686142891
RS Brayat Minulya,5,saya puas dengan pelayanan di poli kandungan dokternya dan bidannya ramah terimakasih rs brayat minulya,1,0,['pelayanan'],positive,0.9953964352607728,0.0032692467793822
RS Brayat Minulya,5,pelayanan bagusbersih rapi karyawannya ramah kebetulan saya pasien poli gigi dokter dan perawat ramah menyedulur smoga rs brayat smakin jaya smakin diberkati pelayanannya amin,1,0,['pelayanan'],positive,0.9976083040237428,0.005656951572746
RS Brayat Minulya,5,rumah sakit bersihpelayanan cepat perawat ruang icu ramah2,1,1,"['pelayanan', 'fasilitas']",positive,0.9970383644104004,0.9878262877464294
RS Brayat Minulya,5,periksa di dr zaky puas nyaman perawat nya ramah mba iita terima kasih,1,0,['pelayanan'],positive,0.9982727766036988,0.0089457128196954
RS Brayat Minulya,5,pelayanan sangat ramahbaik,1,0,['pelayanan'],positive,0.9977733492851256,0.0058921831659972
RS Brayat Minulya,5,alhamdulillah selama perawatan disini baik baik saja,1,0,['pelayanan'],positive,0.9989858269691468,0.3678433299064636
RS Brayat Minulya,5,terimakasih semua perawat rs brayat minulya pelayanannya sangat ramah,1,0,['pelayanan'],positive,0.9959564805030824,0.0035312806721776
RS Brayat Minulya,5,pengalaman berobat poli opname pelayanan bagus ruangan bersih wangi tidak sempit keamanan bagus mau istirahat malam selalu di cek security clear area dari orang besuk diizinkan 2 orang kluarga pasien jadi jam istirahat bisa tenang ac ruang class 3 dingin tersedia mushola di dekat tempat parkir terimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.976019322872162,0.9962981343269348
RS Brayat Minulya,5,pelayanan bagusmemuaskan,1,0,['pelayanan'],positive,0.9982378482818604,0.0076544573530554
RS Brayat Minulya,5,pelayanannya sangat oke sekali selama adek di rawat 1 minggu diberlakukan seperti anak sendiri top buat bidan susiana bidan ika bidan anita trimakasih untuk semua bidan ruang anna,1,0,['pelayanan'],positive,0.9977849125862122,0.0060942717827856
RS Brayat Minulya,5,dokter gigi bm dan asisten dokter ramah cuma memang antrinyaaa sangat lama dan panjang tapi cukup membantu kedepannya mungkin bisa dipikirkan untuk menambah dokter terimakasih,1,0,['pelayanan'],positive,0.9990910291671752,0.0629805475473404
RS Brayat Minulya,2,mau kontrol dapat dokter jam 4sore tapi kmrin dikasih tau suruh datang 1jam seblmnya udh dateng jam 3 ngurus pemberkasan tensi dll tnya ke suster dokternya mulai praktik jam berapa katanya jam 4 ehh molor sampai jam set 6 baru mulai di priksa belum lagi antri obatnya,1,0,['pelayanan'],neutral,0.9891019463539124,0.0030909378547221
RS Brayat Minulya,5,perawatnya baik dalam pelayanan dalam menjelaskan detail sekali trima ksih utk rs brayat minulya atas smua pelayanan,1,0,['pelayanan'],positive,0.9961685538291932,0.003805540734902
RS Brayat Minulya,5,pelayanan sangat baik dan ramah,1,0,['pelayanan'],positive,0.9974721074104308,0.0052564945071935
RS Brayat Minulya,1,di tanggal 28 oktober 2024 ini pelayanannya jelek sekali ya untuk rawat jalan minta tolong yang antri duluan setelah pendaftaran lalu pendaftaran yang samping alat tensi diurutkan ya masa nunggu dipanggil sampai 2 jam sendiri dan kenapa sering sekali eror ya setelah pendaftaran itu setelah itu ternyata di urutan poli juga panggilan tidak sesuai urutan yg datang masih nunggu lebih dari 2 jam lagi padahal sudah daftar duluan dari yang dipanggil awal buruk sekali,1,0,['pelayanan'],negative,0.9963629841804504,0.0046807783655822
RS Brayat Minulya,5,rawat inap di sini karena ternyata anakku harus operasi kebetulan ditangani oleh drsuwardispbspbadokternya baikk bangetramahsuka sama anak2sabarjadi anakku gak ada takut2nya sama sekali perawat mulai dari poliklinikbangsal theresiasampai kamar operasi juga baik bangetdan sabar untuk ruang rawat inap juga nyamanac dinginkebetulan aku menempati kls 1cukup luasada air hangat jugadeket playgroundjadi anakq bisa main keluar kalo lagi bosen menu makanannya juga cukup enak dan bervariasi yang terpentingsemua biaya selama perawatan di sinimulai dari periksa sebelum operasisampai pasca operasi bisa tercover bpjs terimakasih banyak,1,1,"['pelayanan', 'fasilitas']",positive,0.997399926185608,0.9849751591682434
RS Brayat Minulya,5,puas buat pelayanan di ruang theresia semoga seperti ini terus terimakasih buat suster semua yang sudah membabtu,1,0,['pelayanan'],positive,0.9988273978233336,0.398424357175827
RS Brayat Minulya,5,pelayanan nya sangat cepat dan sangat bagus untuk perawat nya sangat sabar dalam menghadapi pasien kami sangat puas,1,0,['pelayanan'],positive,0.997272789478302,0.0047868867404758
RS Brayat Minulya,5,pelayanan baik fasilitas lengkap nyaman,1,1,"['pelayanan', 'fasilitas']",positive,0.9959449172019958,0.9907859563827516
RS Brayat Minulya,5,sangat amat suka pelayanan rs brayat terkhusus ruang theresia yg membersamai anak kami dengan penuh sabar walaupun ada perawat yg mungkin agak galak tapi mungkin sudah tugas mereka selalu jadi perantara tuhan untuk kesembuhan ya rs brayat minulya,1,0,['pelayanan'],positive,0.9988974332809448,0.0483736023306846
RS Brayat Minulya,5,pelayanan selalu bagus dan skrg tempat nya udh bagus bersih rapi dan ga bgtu rame dokter maria spa sangat sabar telaten,1,1,"['pelayanan', 'fasilitas']",positive,0.9964810609817504,0.9904407262802124
RS Brayat Minulya,5,anak saya habis dirawat disini sangat memuaskan pelayanan nya detailramahbersih semoga semakin,1,0,['pelayanan'],positive,0.9993902444839478,0.1139179989695549
RS Brayat Minulya,5,pelayanan sangat baaik rumah treresiaa,1,0,['pelayanan'],positive,0.997625768184662,0.0055545638315379
RS Brayat Minulya,4,pelayanan sangat memuaskan,1,0,['pelayanan'],positive,0.9973318576812744,0.0048204162158071
RS Brayat Minulya,5,pelayanannya cptramah,1,0,['pelayanan'],positive,0.9946590065956116,0.0030293236486613
RS Brayat Minulya,4,rumah sakit di daerah pinggir kota solo pelayanan yang diberikan cukup lengkap rumah sakit bersih sayang untuk parkir agak sulit karena keterbatasan ruang parkir melayani bpjs juga,1,1,"['pelayanan', 'fasilitas']",positive,0.9956567287445068,0.9908885955810548
RS Brayat Minulya,5,Konsultasi DOC,1,0,['pelayanan'],neutral,0.9528924822807312,0.0088795842602849
RS Brayat Minulya,5,makasih suster di ruangan icuyg terlah memberikan pelayanan yg terbaik sukses selalu amin,1,0,['pelayanan'],positive,0.9972152709960938,0.004998552147299
RS Brayat Minulya,1,pelayanan di icu sangat tidak semaksimal mungkinsudah tau pasian yang kritis sudah mulai membaik bukan nya di usahakan biar lebih membaik lagi malah cuma di diam kan saja keluarga sudah bilang ke perawat malah si perawatan bilang kan sudah di pantau dari layar tunggu aja dan setiap yang menunggu bilang tentang pasien sudah membaik cuma di biarkan dan di acuh kan seperti gak niat jadi perawat dan sampai pasien kondisi mulai memburuk lagi si perawatan pun seperti biasa saja gak ada yang katanya mau semaksimal mungkin,1,0,['pelayanan'],negative,0.9976775050163268,0.0063414028845727
RS Brayat Minulya,5,pernah oknam di sini pelayaan baik sekali karyawan ramah ramah,1,0,['pelayanan'],positive,0.9989749193191528,0.0211306978017091
RS Brayat Minulya,1,pasien sudah boleh pulang siang berkas2 baru beres jam 3 sore dan dikirim ke asuransi non bpjs jelas aja nunggu lama bener br kali ini nunggu administrasi pasien pulang sampai 6 jam sampah,1,0,['pelayanan'],negative,0.9945467710494996,0.0067003550939261
RS Brayat Minulya,5,bagus ramah nyaman,1,1,"['pelayanan', 'fasilitas']",positive,0.9847719073295592,0.9963453412055968
RS Brayat Minulya,5,mantaps pelayanan tidak ada beda saya pake umum dan bpjs dr dilla kusumasari menjelaskan sangat detail dan mau mendengarkan keluhan kita saya 3x ganti dokter baru menemukan dokter seramah dan sedetail beliau mohon bs disampaikan apresiasi saya ke beliau tapi sayang di brayat pelayanan farmasinya lama banget,1,0,['pelayanan'],negative,0.9964582324028016,0.0040463916957378
RS Brayat Minulya,4,mf pelayanan penyerahan resep kurang cepat ini saya antri penyerahan resep 1 jam lbh tolong ke depan diperbaiki sistemnya atau ditambah petugas kasian pasien yg sakit mksh,1,0,['pelayanan'],negative,0.9956743121147156,0.0038410350680351
RS Brayat Minulya,5,sangat ramah dan baik selalu memberi pelayanan terbaik,1,0,['pelayanan'],positive,0.9984013438224792,0.0088307028636336
RS Brayat Minulya,5,bagus,1,1,"['pelayanan', 'fasilitas']",positive,0.9975020289421082,0.9728571772575378
RS Brayat Minulya,1,Kueri Periksa dokter selama hampir 2 jam datang pada 1530 cek pada 1805 Accore,1,0,['pelayanan'],neutral,0.9280174970626832,0.1372096687555313
RS Brayat Minulya,5,rs tempat saya kontrol tht,1,0,['pelayanan'],neutral,0.7906733751296997,0.0084721390157938
RS Brayat Minulya,5,pelayanannya baik,1,0,['pelayanan'],positive,0.9960163235664368,0.0035820449702441
RS Brayat Minulya,5,terimakasih sdh melayani dengan sepenuh hati lahiran dari anak pertama sampai ke3 di rs ini terus pelayanannya trbaik,1,0,['pelayanan'],positive,0.9952396154403688,0.0032171953935176
RS Brayat Minulya,5,mantap pelayanan satset perawat dokter ramah siap 24 jam terimakasihh,1,0,['pelayanan'],positive,0.9975088834762572,0.0054280627518892
RS Brayat Minulya,3,slalu was2 krn tdk seperti d rs d jogya d rs brayat pasien2 diijinkan tanpa masker,0,0,[],negative,0.3542506694793701,0.0054174493998289
RS Brayat Minulya,5,hari ini anak saya opnam di rs inisejauh ini pelayananya sangat baikpendaftran mudah tidak ada yg di persulit walau kami memakai asuransi bpjsmakanan bervariasi juga buah dan snack pasien juga enakterimakasih semoga kedepanya bisa terus bertambah baik lagi,1,1,"['pelayanan', 'fasilitas']",positive,0.9986639022827148,0.9463312029838562
RS Brayat Minulya,5,pelayanannya cepat dan jelas,1,0,['pelayanan'],positive,0.9948049187660216,0.0030567848589271
RS Brayat Minulya,5,hy minn singkat cerita waktu 6agust lalu aku antar kenalan ke rs ini untuk periksa di bagian kesehatan jntung sm dr zaky alhamdulillah pelayanannya baik susternya ramah cantik pula dan sekilas lihat id card nama nya lita dan terimakasih dokter semoga slalu membantu masyarakat tanpa syarat dan semoga pelayanan rs brayat semakin baik untuk kedepannya,1,0,['pelayanan'],positive,0.9948734641075134,0.0032613456714898
RS Brayat Minulya,1,kepada yth pihak manajemen rs brayat minulya saya sampaikan pengalaman dan keluhan saya saat menjenguk pasien di ruang yoseph entah semua personil atau hanya segelintir orang saja yang saya temui untuk petugas perawat saat saya menjenguk di ruang yoseph kesannya kurang menghargai pihak pasien dan keluarganya yang mana cara komunikasinya kurang ramah judes tanpa permisi dan terkesan cuek saya rasa malah lebih ramah dan sopan cleaning service nya apa karna kita pakai bpjs sangat disayangkan jika tidak ada evaluasi dari manajemen performa pelayanan yang buruk akan berimbas pada citra rumah sakit apalagi sekarang banyak pasien yang kritis sedikit saran mungkin bisa diberikan pelatihan atau training kepada personil bagaimana baiknya melayani pasien bahkan tanpa pandang bulu maaf sebelumnya terpaksa saya sampaikan ini karna pengalaman saya bekerja di bidang pelayanan ini demi rsbrayat minulya agar dikenal dengan citra yang baik dan mutu pelayanan yang bagus terimakasih,1,0,['pelayanan'],negative,0.9977045655250548,0.0063620693981647
RS Brayat Minulya,5,pelayanannya sungguh luar biasa baik menggunakan bpjs atau tidak tetap ramah melayani dengan kasih dan hati merawat pasien dengan baik,1,0,['pelayanan'],positive,0.9972174167633056,0.0046715503558516
RS Brayat Minulya,5,tempat nya nyaman dan bersih,0,1,['fasilitas'],positive,0.0047204545699059,0.991224467754364
RS Brayat Minulya,5,pelayanannya ramah,1,0,['pelayanan'],positive,0.99523264169693,0.0032238231506198
RS Brayat Minulya,5,pelayanan memuaskan terimakasih untuk dokter dan suster di ruang yosep yang baik dan ramah terhadap pasien,1,0,['pelayanan'],positive,0.9982187151908876,0.0071516064926981
RS Brayat Minulya,5,rs brayat memang top pelayanan mulai masuk dr satpam clening servis igd rawat inap perawat dokter ramah baik sangat memuaskan kamar n toilet bersih sy masuk tgl 13 spe 16 juli sangat bersyukur bisa dirawat di rs brayat minulya semoga semua karyawan dokter n petugas medis selalu diberi kesehatan rs brayat semakin maju nsukses kedepannya tksh atas pelayanannya,1,1,"['pelayanan', 'fasilitas']",positive,0.9978287816047668,0.9008209109306335
RS Brayat Minulya,5,bagus pelayanan bagus saya 2x bersalin di brayat bagus walaupun beda keyakinan tapi tetap di layani dengan baik ndak mandang apa agamanya susternya juga ngarahindi adzani dulu terimakasih brayat minulya,1,0,['pelayanan'],positive,0.9980984330177308,0.0089816031977534
RS Brayat Minulya,1,proses pendaftaran yg lama kami tahu harus antri tetapi seharusnya rs jg bisa mengantisipasi jika pasien banyak maka petugas pendaftaran jg di tugaskan lebih dari 1 org agar antrian cepat ada mesin untuk daftar mandiri dibantu oleh security ketika error sy mencoba sendiri tetapi hang dan security menjawab ketus ketika ditanya,1,0,['pelayanan'],negative,0.997975766658783,0.0101336017251014
RS Brayat Minulya,5,sangat ramah sekali susterya,1,0,['pelayanan'],positive,0.9970006346702576,0.0045446748845279
RS Brayat Minulya,1,kebiasaan dari rumah sakit sebelah yg apa2 gampang dan cepet walapun pakai bpjs ke rumah sakit brayat yg apa2 lama tolong ya suster maupun dktr apa pihak rmah sakit lebih peka jika memang setiap kontrol harus membawa rekam medis harus nya di kasih tau ketika memberikan surat kontrol ke pasien tidak malah menyalahkan pasien karena tidak membawa hasil ronsen jadi tidak membuang waktu untuk kembali kontrol lagi cuma buat membaca rekam medis nya pelayanan nya sangat lama dan membuang waktu di bedah mulut pengen ganti rumah sakit bisa gak sih,1,0,['pelayanan'],negative,0.9955251812934875,0.0042410111054778
RS Brayat Minulya,5,pelayanan ramah,1,0,['pelayanan'],positive,0.9962105751037598,0.0037109970580786
RS Brayat Minulya,5,bidan dan perawatnya sangat baik dan ramah pelayanannya di ruang anna sangat bagus fasilitasnya sangat banyak,1,1,"['pelayanan', 'fasilitas']",positive,0.9975167512893676,0.98643296957016
RS Brayat Minulya,5,pelayanan sangat,1,0,['pelayanan'],positive,0.9966610670089722,0.0040353690274059
RS Brayat Minulya,5,beaya berobat murah pelayanan ramah tempat bersih nyaman,1,1,"['pelayanan', 'fasilitas']",positive,0.9860876202583312,0.996206760406494
RS Brayat Minulya,1,sangat tidak puas tidak ada kecermatan kalau ada pasien baru spt kami disuruh naik turun dgn sikapnya gak ramah,1,0,['pelayanan'],negative,0.9976638555526732,0.0059234220534563
RS Brayat Minulya,5,terimakasih untuk suster2 ruang yoseb semangt tros untuk para susternyaa ikhlas dan sabar semngtt,1,0,['pelayanan'],positive,0.9980777502059937,0.0089771775528788
RS Brayat Minulya,5,terimkasih suster di ruang yoseb pelayanan ramah dan sabar² semoga kedepannya bisa mempertahankan untuk keramahannya dan kesabaran nya aamiin,1,0,['pelayanan'],positive,0.997753918170929,0.0067428462207317
RS Brayat Minulya,5,pelayanan memuaskan di ruang yosep perawat nya ramah dan gak pernah marahin saya dan suami saat nungguin saya dokter dhian juga sangat komunikatif humble sukses selalu ruang yosep,1,0,['pelayanan'],positive,0.9992676377296448,0.4404760897159576
RS Brayat Minulya,5,kebersihan ruangan dikamar 1 ruang maria kurang bersih sudah diminta membersihkan masih kurang bersih dan lantai masih bau tidak sedap mohon untuk menjadi perhatian lagi pelayanan pasien bagus dokter suster ramah dan cekatan,1,1,"['pelayanan', 'fasilitas']",positive,0.9976027607917786,0.9862616658210754
RS Brayat Minulya,5,trima kasih kepada rs brayat minulya trima kasih jg kepada dokter suster pelayanan medis yg lain nya sya pasien di r302 a semoga tetap maju dalam pelayanan nya salam sehat sejahtera selalu dan menjadi banyak berkat bagi orng lain juga amiin,1,0,['pelayanan'],positive,0.9971615076065063,0.1682847887277603
RS Brayat Minulya,1,prnah mau bedah mlut dsini rjukan dri faskes 1 krna rs yg trdekat bulan ke 1 dftar bulan ke 2 sruh ronsen bulan ke 3 ngobrol sama dokternya tntang hasil ronsennya bulan kmren bulan ke 4 msih pmbahasan ronsen dn kata dokternya msih pmblajaran krna gk brani nyabut gigi krna dkat saraf dri segi playanan gk cepat tanggap lama dn akhirnya gk tak lnjutin lgi krna buang2 waktu dn akhirnya sya pindah ke rs sbelah penanganan lbih ramah cepat dn tanggap sya dftar sehri dn nunggu sminggu lgsung oprasi tolong dibenahi lagi ya dri segi pelayanannya makasih,1,0,['pelayanan'],positive,0.9915286302566528,0.0028287300374358
RS Brayat Minulya,5,pelayanan bagus cepat tanggap ramah,1,0,['pelayanan'],positive,0.9982757568359376,0.0079509560018777
RS Brayat Minulya,5,ruang yosep dokter dan perawat sangat bagus pelayanannya,1,1,"['pelayanan', 'fasilitas']",positive,0.9991783499717712,0.5747283697128296
RS Brayat Minulya,4,kamar mandi kelas 1 sebaiknya dipasang heater agar pasien mau mandi tidak usah menunggu atau minta air panasnya ke suster,1,1,"['pelayanan', 'fasilitas']",neutral,0.6897132396697998,0.9960808157920836
RS Brayat Minulya,5,dokternya keren perawatnya ramah ramah puji tuhan cuma sedikit saran untuk administrasi dipercepat pasti lebih josss,1,0,['pelayanan'],positive,0.998387336730957,0.0195398237556219
RS Brayat Minulya,5,terima kasih atas pelayanan rumah sakit brayat yang baik dan para staff yang ramah pada tanggal 1013 juni 2024 bude saya rochanah dirawat di ruang maria bude cerita kalau seneng dengan pelayanan rumah sakit brayat yang sangat baik lalu saat jemput saya juga merasakan bahwa pelayanan dari para staff yang baik,1,0,['pelayanan'],positive,0.9973033666610718,0.0049017574638128
RS Brayat Minulya,5,bindan ramahsabarpelayanannya cepatselalu mengecek kondisi pasien dengan baiktim pendoa ramah dan baikcleaning servis nya bagus dokternya juga ramah dan baik pokoknya rs brayat minulya the best dalam melayani pasien,1,0,['pelayanan'],positive,0.9984001517295836,0.0088945906609296
RS Brayat Minulya,5,terimakasih suster suster yang sudah membantu proses persalinan alhamdulillah susternya sabar sabar dan bisa membantu persalinan dengan selamat,1,0,['pelayanan'],positive,0.996021568775177,0.0041158003732562
RS Brayat Minulya,5,pelayanan memuaskan saya dirawat di ruang yosep perawat disini ramah dokter iwan juga sabar yang operasi saya terimakasih dokter dan perawat ruang yosep bangsal bersih ac dingin makanan nya enak tidak monoton,1,1,"['pelayanan', 'fasilitas']",positive,0.996782660484314,0.9899529814720154
RS Brayat Minulya,5,ruang yosep pelayanan memuaskan hebat jossss mantap yosep jaya jaya jaya operasi dengan dr iwan suksesss terimakasih pelayanan dokter dan suster di ruang yosep,1,0,['pelayanan'],positive,0.9989830851554872,0.0650769397616386
RS Brayat Minulya,1,sy mmeriksakn cucu tgl 4juni 2024 jam 2100 masuk ke ugd dipriksa perawat cowo dpt pelayann nada bicaranya tinggi tdk sopan sy gk nny nama perawatnya niat sy brobat utk cucu sytp biarlah yg tahu tuhan sang penciptanya,1,0,['pelayanan'],negative,0.9959327578544616,0.00393932685256
RS Brayat Minulya,5,pelayanan rawat jalan dokter yudit sangat luar biasasabar,1,0,['pelayanan'],positive,0.99701726436615,0.0044045625254511
RS Brayat Minulya,5,lahiran keluarga disini perawat dan pelayanan mantab sudah langanan keluarga,1,0,['pelayanan'],positive,0.9981195330619812,0.0072407252155244
RS Brayat Minulya,5,saya merasakan rsbm dari masa ke masa mengalami banyak peningkatan sekitar 5 tahun yg lalu saya masih merasakan ada beberapa karyawan yg ketus tetapi sekarang semuanya baik ramah dan sopan sekitar 2 minggu yg lalu saya oprasi kista walaupun sy peserta bpjs kls 3 tp pelayanan yg sy terima luar biasa baik thank you keren rsbm,1,0,['pelayanan'],positive,0.9977243542671204,0.0063179256394505
RS Brayat Minulya,5,semakin bagus bangunan dan pelayanannya,1,1,"['pelayanan', 'fasilitas']",positive,0.9956262111663818,0.7560799717903137
RS Brayat Minulya,5,bintang 5 utk pelayanan di rs brayat terlebih di r maria lt3 susternya ramah2 dan sangat membantu,1,0,['pelayanan'],positive,0.9989911913871764,0.0264589730650186
RS Brayat Minulya,5,tidak apa-apa,1,1,"['pelayanan', 'fasilitas']",positive,0.9896596074104308,0.8889408111572266
RS Brayat Minulya,5,Secara umum rumah sakit ini memiliki layanan yang baik beberapa poin yang dapat ditingkatkan adalah beberapa bagian dari atap bangunan yang bocor ketika menghujani hal lain adalah perlu meningkatkan kecepatan komunikasi dengan dokter spesialis dalam hal memutuskan sesuatu untuk pasien yang berada di ruang IGD,1,1,"['pelayanan', 'fasilitas']",positive,0.9977189898490906,0.7634350061416626
RS Brayat Minulya,5,nn helena ruang maria 312b pelayanannya baik susternya ramahramah sabar di ajak ngobrol seru dan baik dokternya juga ramah pasien dibikin relax dan tidak takut memberikan instruksi kepada pasien juga jelas dan mudah dipahami ruangannya pun bersih dan rapi hanya saja saya dibuat menunggu cukup lama saat di ruang igd untuk mendapatkan kamar ternyata saat ditanya kenapa saya belum mendapatkan kamar karena menunggu hasil lab sebaiknya dicarikan kamar terlebih dahulu sembari menunggu hasil lab agar pasien tidak terlalu lama menunggu terima kasih,1,1,"['pelayanan', 'fasilitas']",positive,0.9974483251571656,0.9795800447463988
RS Brayat Minulya,5,pelayanan bagus suster dokter dan karyawan ramah tidak membedakan pasien perlakuan sama mantapp thanks dari pasien bapak juniyanto,1,0,['pelayanan'],positive,0.9962745904922484,0.0037038587033748
RS Brayat Minulya,5,pelayanan terhadap suami saya di ruang yosep bagus sekali perawat nya ramah² dan cepat tanggap terimakasih,1,0,['pelayanan'],positive,0.9992398023605348,0.0503457188606262
RS Brayat Minulya,5,terimakasih utk ruang maria yg sudah merawat saya dgn sabar dan telaten perawatnya yg cekatan profesional dan ramah menjadikan saya cepat membaik dan pulih pelayanannya sangat bagus dan nyaman,1,0,['pelayanan'],positive,0.9989222288131714,0.0178909823298454
RS Brayat Minulya,5,suster baik² semua suka bgtttt,1,0,['pelayanan'],positive,0.9950788021087646,0.0044891666620969
RS Brayat Minulya,5,pelayanan bidan dan perawat di ruang bersalin sangat memuaskan,1,0,['pelayanan'],positive,0.9969457983970642,0.004431770183146
RS Brayat Minulya,5,pelayanan di ruang maria di kamar 304 sejak tanggal 21 sangat memuaskan,1,0,['pelayanan'],positive,0.9980190992355348,0.0102434512227773
RS Brayat Minulya,5,alhamdulillah terimakasih rs brayat operasi berjalan lancar tinggal penyembuhan aja alhamdulillah dr iwan dan perawatnya ramah2,1,0,['pelayanan'],positive,0.9938410520553588,0.0033952954690903
RS Brayat Minulya,5,pelayanan sangat baik perawat ramah semua sangat memuaskan,1,0,['pelayanan'],positive,0.9982706308364868,0.0076949801295995
RS Brayat Minulya,5,pelayanan cepat saya berlangganan smoga rs brayat selalu meningkat,1,0,['pelayanan'],positive,0.995465099811554,0.0037289292085915
RS Brayat Minulya,4,susternya ramah baik mantap,1,0,['pelayanan'],positive,0.9978792667388916,0.0064205881208181
RS Brayat Minulya,5,palayanan memuaskan dan profesional perawat suster dokter karyawan yang ramah rs yang baik sigap,1,0,['pelayanan'],positive,0.9968992471694946,0.0043617133051157
RS Brayat Minulya,5,bagus sekali rumah sakit bm pelayanannya memuaskan tidak mengecewakan para pasien semua perawat cekatan dan sabar selain tenaga kesehatannya yg ramah security tukang parkir jg ramah bagus sekali,1,1,"['pelayanan', 'fasilitas']",positive,0.9990783929824828,0.8343326449394226
RS Brayat Minulya,5,satpam sangat ramah,1,0,['pelayanan'],positive,0.996335506439209,0.0040546380914747
RS Brayat Minulya,5,pelayanan baik,1,0,['pelayanan'],positive,0.9971689581871032,0.004565539304167
RS Brayat Minulya,5,security sangat ramah,1,0,['pelayanan'],positive,0.997319996356964,0.0055920938029885
RS Brayat Minulya,5,tertib terkendali,1,1,"['pelayanan', 'fasilitas']",positive,0.7014459371566772,0.992956519126892
RS Brayat Minulya,5,anak sy dirawat di ruang yosep ruangan cukup bersih perawat ramah semoga lebih ditingkatkan lagi pelayanannya,1,1,"['pelayanan', 'fasilitas']",positive,0.9969295859336852,0.9893012642860411
RS Brayat Minulya,5,salut dengan pelayanan dirumah sakit brayat mulai dr perawat dokter security semuanya baik dan ramah perawatnya jg sabar dan cekatan dalam melayani istri saya waktu operasi dilayani dgn baik sekali,1,0,['pelayanan'],positive,0.9959593415260316,0.0035674311220645
RS Brayat Minulya,5,saat saya operasi dirumah sakit brayat ini pelayanan nya sangat bagus perawat dan dokter diruang oprasi mengalihkan saya dgn diajak ngobrol saat pindah keruangan rawat inap perawat disana jg baik ramah dan sabar dalam merawat saya hingga pulih terimakasih rumah sakit brayat semoga selalu menjadi rumah sakit favorit,1,0,['pelayanan'],positive,0.9983781576156616,0.189866229891777
RS Brayat Minulya,5,waktu saya mengunjungi ke rabat dekat di rs brayat saya melihat dan merasakan sendiri pelayanan yang sangat baik petugas disana bersedia mengarahkan ke kamar kerabat saya dan kerabat saya dirawat dengan baik dan hangat,1,0,['pelayanan'],positive,0.9989632368087769,0.0533132404088974
RS Brayat Minulya,5,pelayanan dirumah sakit brayat memang top perawatnya ramah ramah dan sabar dalam melayani,1,0,['pelayanan'],positive,0.995744526386261,0.0034504265058785
RS Brayat Minulya,5,terimakasih pelayanannya baik,1,0,['pelayanan'],positive,0.9969704151153564,0.0043904790654778
RS Brayat Minulya,5,terima kasih sudah melayani dgn baik,1,0,['pelayanan'],positive,0.9960344433784484,0.0036955731920897
RS Brayat Minulya,4,terima kasih atas pelayanan nya ramah dan menyemangati utk sembuh,1,0,['pelayanan'],positive,0.9974114298820496,0.0055294847115874
RS Brayat Minulya,5,terima kasih rs brayat minulya pelayanan di poli jantung sangat memuaskan khususnya untuk dr zakky sangat baik dalam memberikan saran kesehatan jantung pasien untuk suster yang bertugas sangat ramah,1,0,['pelayanan'],positive,0.9956516623497008,0.0034483545459806
RS Brayat Minulya,5,pelayanan memuaskan,1,0,['pelayanan'],positive,0.9966070652008056,0.0039813360199332
RS Brayat Minulya,5,layanan yg ramah dan friendly penangann yg cekatan dan terampil,1,0,['pelayanan'],positive,0.9971545934677124,0.0047053787857294
RS Brayat Minulya,5,sangat memuaskan tetap seperti ini slamanya,1,1,"['pelayanan', 'fasilitas']",positive,0.9983885288238524,0.9140166640281676
RS Brayat Minulya,5,alhamdulillah baik selama pelayanan di r yosef lt 2 no atas nama bu nur pelayanan perawat kebersihan baik semua terimakasih,1,1,"['pelayanan', 'fasilitas']",positive,0.995919406414032,0.991115927696228
RS Brayat Minulya,5,pelayanan dirumah sakit brayat sangat bagus mskipun saya bukan pasien yg dirawat tpi saat mengunjungi saudara saya memperhatikan perawatnya jg ramah dan sabar semua karyawan tdk hanya perawat dokter ramah ramah,1,0,['pelayanan'],positive,0.9969261288642884,0.0043706968426704
RS Brayat Minulya,5,pelayanan dokter suwardi sangat memuaskanramah,1,0,['pelayanan'],positive,0.997708797454834,0.0055959983728826
RS Brayat Minulya,5,kami mengucapkan terimakasih kepada rumah sakit brayat minulya dan para bidan perawat mau pun dokter khususnya di ranna yang telah merawat anak kami yang lahir secara prematur selama kurang lebih 1 bulan dengan baik dan profesional sampai anak saya bisa sehat serta dalam keadaan baik,1,0,['pelayanan'],positive,0.9971805810928344,0.0058045764453709
RS Brayat Minulya,5,pelayananya bagussusternya ramah dan sangat membantu,1,0,['pelayanan'],positive,0.9983772039413452,0.0088071376085281
RS Brayat Minulya,5,pelayanan rumah sakit bagus sesuai dengan standart operasional perawatan perawatnya baik² dalam hal perawatan dan baik dalam menjawab pertanyaan dari keluarga pasien terima kasih,1,0,['pelayanan'],positive,0.997901201248169,0.0063289641402661
RS Brayat Minulya,5,pelayanan memang sedikit lama karena pengunjung yng ramai tetapi kebanyakan karyawan sangat sopan dan santun saat membantu dalam prosesnya,1,0,['pelayanan'],positive,0.9992318153381348,0.4821242988109588
